cyclone_name,year,province,province_psgc,category,category_ordinal,total_houses,province_housing_units,province_households,structural_vuln_frac,unimproved_water_frac,damage_rate,affected,deaths,houses_damaged,houses_destroyed
Khanun,2017,Ilocos Sur,PH012900000,Strong typhoon,3,0,151238,157043,0.1684,0.062,0.0,0,0,0,0
Khanun,2017,Occidental Mindoro,PH175100000,Strong typhoon,3,0,110275,111714,0.4695,0.0883,0.0,0,0,0,0
Khanun,2017,Oriental Mindoro,PH175200000,Strong typhoon,3,0,188988,190763,0.4002,0.1714,0.0,0,0,0,0
Khanun,2017,Romblon,PH175900000,Strong typhoon,3,0,67971,68362,0.4938,0.1383,0.0,0,0,0,0
Khanun,2017,Zambales,PH037100000,Strong typhoon,3,0,195109,198666,0.1688,0.0601,0.0,30,0,0,0
Kirogi,2017,Davao del Sur,PH112400000,Tropical storm,1,0,558091,568747,0.441,0.0982,0.0,267,0,0,0
Kirogi,2017,Palawan,PH175300000,Tropical storm,1,3,255726,257321,0.6892,0.0904,0.6667,230,0,2,1
Pakhar,2017,Abra,PH140100000,Severe tropical storm,2,0,51593,52929,0.2792,0.338,0.0,133,0,0,0
Pakhar,2017,Aurora,PH037700000,Severe tropical storm,2,0,49066,49410,0.4004,0.0823,0.0,1140,0,0,0
Pakhar,2017,Bataan,PH030800000,Severe tropical storm,2,0,170152,173212,0.1275,0.0695,0.0,0,0,0,0
Pakhar,2017,Benguet,PH141100000,Severe tropical storm,2,0,193848,196825,0.0649,0.2411,0.0,36,0,0,0
Pakhar,2017,Cagayan,PH021500000,Severe tropical storm,2,0,267472,271967,0.2809,0.0237,0.0,64,0,0,0
Pakhar,2017,Camarines Sur,PH051700000,Severe tropical storm,2,0,396642,400615,0.478,0.102,0.0,0,0,0,0
Pakhar,2017,Ifugao,PH142700000,Severe tropical storm,2,0,43217,43281,0.4509,0.374,0.0,5,0,0,0
Pakhar,2017,Isabela,PH023100000,Severe tropical storm,2,0,365099,372950,0.2136,0.0305,0.0,575,0,0,0
Pakhar,2017,La Union,PH013300000,Severe tropical storm,2,0,174096,180675,0.1948,0.1305,0.0,137,0,0,0
Pakhar,2017,Metro Manila,PH137600000,Severe tropical storm,2,0,2558664,2660330,0.1101,0.0268,0.0,0,0,0,0
Pakhar,2017,Mountain Province,PH144400000,Severe tropical storm,2,0,34857,35038,0.2662,0.79,0.0,24,0,0,0
Pakhar,2017,Nueva Vizcaya,PH025000000,Severe tropical storm,2,0,108828,111340,0.3194,0.2707,0.0,1108,0,0,0
Pakhar,2017,Quirino,PH025700000,Severe tropical storm,2,0,43161,43506,0.344,0.1835,0.0,30,0,0,0
Pakhar,2017,Zambales,PH037100000,Severe tropical storm,2,0,195109,198666,0.1688,0.0601,0.0,145,0,0,0
Tembin,2017,Agusan del Norte,PH160200000,Strong typhoon,3,0,151197,153815,0.6199,0.1163,0.0,2351,0,0,0
Tembin,2017,Agusan del Sur,PH160300000,Strong typhoon,3,0,151934,153653,0.7653,0.2844,0.0,5674,0,0,0
Tembin,2017,Bohol,PH071200000,Strong typhoon,3,0,286768,288515,0.4281,0.0975,0.0,68,0,0,0
Tembin,2017,Bukidnon,PH101300000,Strong typhoon,3,155,305995,308727,0.5877,0.1965,0.2194,19912,2,34,121
Tembin,2017,Cotabato,PH124700000,Strong typhoon,3,0,316177,320567,0.6216,0.1292,0.0,116061,0,0,0
Tembin,2017,Davao Occidental,PH118600000,Strong typhoon,3,0,76607,77431,0.8389,0.332,0.0,460,0,0,0
Tembin,2017,Davao Oriental,PH112500000,Strong typhoon,3,0,126969,128558,0.6659,0.1668,0.0,13768,0,0,0
Tembin,2017,Davao de Oro,PH118200000,Strong typhoon,3,17,167532,169441,0.5769,0.1876,0.0588,17034,0,1,16
Tembin,2017,Davao del Norte,PH112300000,Strong typhoon,3,27,230520,233232,0.4832,0.3523,0.037,124613,0,1,26
Tembin,2017,Davao del Sur,PH112400000,Strong typhoon,3,584,558091,568747,0.441,0.0982,0.3818,40040,0,223,361
Tembin,2017,Dinagat Islands,PH168500000,Strong typhoon,3,0,27902,28557,0.5835,0.094,0.0,1305,0,0,0
Tembin,2017,Lanao del Norte,PH103500000,Strong typhoon,3,2404,201777,216943,0.575,0.168,0.6547,66883,6,1574,830
Tembin,2017,Lanao del Sur,PH153600000,Strong typhoon,3,528,121372,160132,0.5982,0.4104,0.3409,92869,0,180,348
Tembin,2017,Maguindanao,PH153800000,Strong typhoon,3,0,190029,194507,0.7225,0.1764,0.0,118267,0,0,0
Tembin,2017,Misamis Occidental,PH104200000,Strong typhoon,3,8,133123,134870,0.6098,0.1669,1.0,10356,0,8,0
Tembin,2017,Misamis Oriental,PH104300000,Strong typhoon,3,1146,353856,362194,0.4574,0.0805,0.9023,33635,0,1034,112
Tembin,2017,Negros Oriental,PH074600000,Strong typhoon,3,0,307894,310626,0.6078,0.1506,0.0,297,0,0,0
Tembin,2017,Oriental Mindoro,PH175200000,Strong typhoon,3,0,188988,190763,0.4002,0.1714,0.0,719,0,0,0
Tembin,2017,Palawan,PH175300000,Strong typhoon,3,1660,255726,257321,0.6892,0.0904,0.6108,24688,0,1014,646
Tembin,2017,Quezon,PH045600000,Strong typhoon,3,0,475649,485673,0.3965,0.1048,0.0,0,0,0,0
Tembin,2017,Surigao del Norte,PH166700000,Strong typhoon,3,0,106660,108814,0.4934,0.0773,0.0,7844,0,0,0
Tembin,2017,Surigao del Sur,PH166800000,Strong typhoon,3,0,127802,129159,0.7409,0.1667,0.0,19202,0,0,0
Tembin,2017,Zamboanga Sibugay,PH098300000,Strong typhoon,3,22,138746,140791,0.7758,0.1262,0.0,18202,5,0,22
Tembin,2017,Zamboanga del Norte,PH097200000,Strong typhoon,3,3021,223221,224828,0.7239,0.1934,0.4982,117199,31,1505,1516
Tembin,2017,Zamboanga del Sur,PH097300000,Strong typhoon,3,8,399598,406810,0.6434,0.1327,0.0,20310,0,0,8
Bolaven,2018,Agusan del Norte,PH160200000,Tropical storm,1,0,151197,153815,0.6199,0.1163,0.0,245,0,0,0
Bolaven,2018,Aklan,PH060400000,Tropical storm,1,1,132784,133679,0.4936,0.0925,0.0,2642,1,0,1
Bolaven,2018,Biliran,PH087800000,Tropical storm,1,0,38105,38518,0.4685,0.0367,0.0,421,0,0,0
Bolaven,2018,Bohol,PH071200000,Tropical storm,1,7,286768,288515,0.4281,0.0975,0.8571,1620,0,6,1
Bolaven,2018,Camarines Sur,PH051700000,Tropical storm,1,0,396642,400615,0.478,0.102,0.0,0,0,0,0
Bolaven,2018,Camiguin,PH101800000,Tropical storm,1,0,20063,20080,0.4488,0.0257,0.0,210,0,0,0
Bolaven,2018,Capiz,PH061900000,Tropical storm,1,0,178303,179983,0.5324,0.1154,0.0,43192,0,0,0
Bolaven,2018,Cebu,PH072200000,Tropical storm,1,23,1058512,1077180,0.395,0.0779,0.913,1951,1,21,2
Bolaven,2018,Dinagat Islands,PH168500000,Tropical storm,1,4,27902,28557,0.5835,0.094,1.0,79,0,4,0
Bolaven,2018,Eastern Samar,PH082600000,Tropical storm,1,0,105653,106292,0.6288,0.1017,0.0,4489,0,0,0
Bolaven,2018,Iloilo,PH063000000,Tropical storm,1,2,524258,530649,0.503,0.1004,1.0,1848,1,2,0
Bolaven,2018,Lanao del Norte,PH103500000,Tropical storm,1,25,201777,216943,0.575,0.168,0.08,6987,0,2,23
Bolaven,2018,Leyte,PH083700000,Tropical storm,1,0,451667,455889,0.5322,0.0808,0.0,132,0,0,0
Bolaven,2018,Misamis Oriental,PH104300000,Tropical storm,1,0,353856,362194,0.4574,0.0805,0.0,882,0,0,0
Bolaven,2018,Northern Samar,PH084800000,Tropical storm,1,0,124909,126619,0.6455,0.1373,0.0,8783,0,0,0
Bolaven,2018,Palawan,PH175300000,Tropical storm,1,81,255726,257321,0.6892,0.0904,0.8519,9078,0,69,12
Bolaven,2018,Sorsogon,PH056200000,Tropical storm,1,0,166106,166842,0.5304,0.1066,0.0,0,0,0,0
Bolaven,2018,Southern Leyte,PH086400000,Tropical storm,1,10,92405,92836,0.4088,0.0588,1.0,0,0,10,0
Bolaven,2018,Sulu,PH156600000,Tropical storm,1,9,135083,138357,0.8893,0.2115,1.0,0,0,9,0
Bolaven,2018,Surigao del Norte,PH166700000,Tropical storm,1,0,106660,108814,0.4934,0.0773,0.0,1068,0,0,0
Bolaven,2018,Surigao del Sur,PH166800000,Tropical storm,1,0,127802,129159,0.7409,0.1667,0.0,281,0,0,0
Mangkhut,2018,Abra,PH140100000,Violent typhoon,5,18625,51593,52929,0.2792,0.338,0.9729,186874,0,18120,505
Mangkhut,2018,Antique,PH060600000,Violent typhoon,5,0,128753,129771,0.5388,0.1886,0.0,0,0,0,0
Mangkhut,2018,Apayao,PH148100000,Violent typhoon,5,15808,25418,25560,0.4634,0.2828,0.9541,113929,0,15083,725
Mangkhut,2018,Aurora,PH037700000,Violent typhoon,5,7,49066,49410,0.4004,0.0823,1.0,41825,0,7,0
Mangkhut,2018,Bataan,PH030800000,Violent typhoon,5,26,170152,173212,0.1275,0.0695,1.0,2110,0,26,0
Mangkhut,2018,Batanes,PH020900000,Violent typhoon,5,0,4709,4761,0.1293,0.0515,0.0,52,0,0,0
Mangkhut,2018,Batangas,PH041000000,Violent typhoon,5,0,597758,613825,0.1329,0.0416,0.0,1623,0,0,0
Mangkhut,2018,Benguet,PH141100000,Violent typhoon,5,3602,193848,196825,0.0649,0.2411,0.8731,38870,65,3145,457
Mangkhut,2018,Bulacan,PH031400000,Violent typhoon,5,118,741737,760964,0.0931,0.0168,0.9492,164975,0,112,6
Mangkhut,2018,Cagayan,PH021500000,Violent typhoon,5,88786,267472,271967,0.2809,0.0237,0.8923,501113,5,79225,9561
Mangkhut,2018,Cavite,PH042100000,Violent typhoon,5,0,851871,877743,0.1109,0.0265,0.0,7058,0,0,0
Mangkhut,2018,Ifugao,PH142700000,Violent typhoon,5,712,43217,43281,0.4509,0.374,0.9635,5990,0,686,26
Mangkhut,2018,Ilocos Norte,PH012800000,Violent typhoon,5,28818,131413,139336,0.1246,0.0415,0.955,181365,0,27521,1297
Mangkhut,2018,Ilocos Sur,PH012900000,Violent typhoon,5,37672,151238,157043,0.1684,0.062,0.9664,461253,1,36405,1267
Mangkhut,2018,Isabela,PH023100000,Violent typhoon,5,3824,365099,372950,0.2136,0.0305,0.9459,108842,0,3617,207
Mangkhut,2018,Kalinga,PH143200000,Violent typhoon,5,2846,41990,42115,0.3816,0.3494,0.9663,49921,0,2750,96
Mangkhut,2018,La Union,PH013300000,Violent typhoon,5,4783,174096,180675,0.1948,0.1305,0.9396,244466,0,4494,289
Mangkhut,2018,Laguna,PH043400000,Violent typhoon,5,0,731892,765513,0.1165,0.0428,0.0,2621,0,0,0
Mangkhut,2018,Marinduque,PH174000000,Violent typhoon,5,0,54341,54508,0.3564,0.0763,0.0,1434,0,0,0
Mangkhut,2018,Metro Manila,PH137600000,Violent typhoon,5,0,2558664,2660330,0.1101,0.0268,0.0,29885,0,0,0
Mangkhut,2018,Mountain Province,PH144400000,Violent typhoon,5,608,34857,35038,0.2662,0.79,0.972,3977,6,591,17
Mangkhut,2018,Nueva Ecija,PH034900000,Violent typhoon,5,194,488461,496977,0.1968,0.0238,0.9175,131658,1,178,16
Mangkhut,2018,Nueva Vizcaya,PH025000000,Violent typhoon,5,224,108828,111340,0.3194,0.2707,0.942,10608,4,211,13
Mangkhut,2018,Occidental Mindoro,PH175100000,Violent typhoon,5,0,110275,111714,0.4695,0.0883,0.0,4869,0,0,0
Mangkhut,2018,Oriental Mindoro,PH175200000,Violent typhoon,5,0,188988,190763,0.4002,0.1714,0.0,1036,0,0,0
Mangkhut,2018,Palawan,PH175300000,Violent typhoon,5,0,255726,257321,0.6892,0.0904,0.0,76,0,0,0
Mangkhut,2018,Pampanga,PH035400000,Violent typhoon,5,13,561214,575301,0.0811,0.0175,1.0,189528,0,13,0
Mangkhut,2018,Pangasinan,PH015500000,Violent typhoon,5,1577,654240,674575,0.244,0.0196,0.8738,417118,0,1378,199
Mangkhut,2018,Quezon,PH045600000,Violent typhoon,5,0,475649,485673,0.3965,0.1048,0.0,5418,0,0,0
Mangkhut,2018,Quirino,PH025700000,Violent typhoon,5,313,43161,43506,0.344,0.1835,0.9553,8486,0,299,14
Mangkhut,2018,Rizal,PH045800000,Violent typhoon,5,0,639940,652578,0.1486,0.052,0.0,14956,0,0,0
Mangkhut,2018,Tarlac,PH036900000,Violent typhoon,5,16,306044,311994,0.1496,0.0144,0.6875,85896,0,11,5
Mangkhut,2018,Zambales,PH037100000,Violent typhoon,5,1928,195109,198666,0.1688,0.0601,0.9507,11230,0,1833,95
Sanba,2018,Agusan del Norte,PH160200000,Tropical storm,1,17,151197,153815,0.6199,0.1163,0.1765,2118,0,3,14
Sanba,2018,Biliran,PH087800000,Tropical storm,1,0,38105,38518,0.4685,0.0367,0.0,160,0,0,0
Sanba,2018,Bohol,PH071200000,Tropical storm,1,44,286768,288515,0.4281,0.0975,0.2727,15325,0,12,32
Sanba,2018,Capiz,PH061900000,Tropical storm,1,0,178303,179983,0.5324,0.1154,0.0,13,0,0,0
Sanba,2018,Cebu,PH072200000,Tropical storm,1,0,1058512,1077180,0.395,0.0779,0.0,2763,0,0,0
Sanba,2018,Dinagat Islands,PH168500000,Tropical storm,1,0,27902,28557,0.5835,0.094,0.0,957,0,0,0
Sanba,2018,Eastern Samar,PH082600000,Tropical storm,1,99,105653,106292,0.6288,0.1017,0.8485,81776,0,84,15
Sanba,2018,Iloilo,PH063000000,Tropical storm,1,7,524258,530649,0.503,0.1004,0.7143,39,0,5,2
Sanba,2018,Leyte,PH083700000,Tropical storm,1,7,451667,455889,0.5322,0.0808,0.0,33849,0,0,7
Sanba,2018,Negros Occidental,PH064500000,Tropical storm,1,4,690110,701650,0.5036,0.1468,0.5,38,0,2,2
Sanba,2018,Negros Oriental,PH074600000,Tropical storm,1,0,307894,310626,0.6078,0.1506,0.0,1645,0,0,0
Sanba,2018,Palawan,PH175300000,Tropical storm,1,0,255726,257321,0.6892,0.0904,0.0,1547,0,0,0
Sanba,2018,Samar,PH086000000,Tropical storm,1,0,162886,165264,0.6584,0.116,0.0,25963,0,0,0
Sanba,2018,Siquijor,PH076100000,Tropical storm,1,0,22634,22737,0.4522,0.0506,0.0,78,0,0,0
Sanba,2018,Southern Leyte,PH086400000,Tropical storm,1,5,92405,92836,0.4088,0.0588,1.0,146,0,5,0
Sanba,2018,Surigao del Norte,PH166700000,Tropical storm,1,1355,106660,108814,0.4934,0.0773,0.7956,62543,0,1078,277
Sanba,2018,Surigao del Sur,PH166800000,Tropical storm,1,122,127802,129159,0.7409,0.1667,0.3443,25899,0,42,80
Usagi,2018,Biliran,PH087800000,Severe tropical storm,2,0,38105,38518,0.4685,0.0367,0.0,1199,0,0,0
Usagi,2018,Eastern Samar,PH082600000,Severe tropical storm,2,1716,105653,106292,0.6288,0.1017,0.9499,67898,0,1630,86
Usagi,2018,Leyte,PH083700000,Severe tropical storm,2,0,451667,455889,0.5322,0.0808,0.0,312,0,0,0
Usagi,2018,Masbate,PH054100000,Severe tropical storm,2,0,187299,188013,0.6686,0.1199,0.0,281,0,0,0
Usagi,2018,Northern Samar,PH084800000,Severe tropical storm,2,24,124909,126619,0.6455,0.1373,0.7083,53704,0,17,7
Usagi,2018,Palawan,PH175300000,Severe tropical storm,2,0,255726,257321,0.6892,0.0904,0.0,0,0,0,0
Usagi,2018,Samar,PH086000000,Severe tropical storm,2,0,162886,165264,0.6584,0.116,0.0,584,0,0,0
Usagi,2018,Southern Leyte,PH086400000,Severe tropical storm,2,0,92405,92836,0.4088,0.0588,0.0,235,0,0,0
Usman,2018,Aklan,PH060400000,Tropical depression,0,0,132784,133679,0.4936,0.0925,0.0,0,0,0,0
Usman,2018,Albay,PH050500000,Tropical depression,0,113,275601,277091,0.3791,0.0926,0.177,19283,0,20,93
Usman,2018,Batangas,PH041000000,Tropical depression,0,12,597758,613825,0.1329,0.0416,0.75,47,0,9,3
Usman,2018,Camarines Norte,PH051600000,Tropical depression,0,918,128679,129994,0.4591,0.1341,0.9379,43703,0,861,57
Usman,2018,Camarines Sur,PH051700000,Tropical depression,0,7335,396642,400615,0.478,0.102,0.7381,358793,5,5414,1921
Usman,2018,Capiz,PH061900000,Tropical depression,0,0,178303,179983,0.5324,0.1154,0.0,0,0,0,0
Usman,2018,Catanduanes,PH052000000,Tropical depression,0,0,53482,53814,0.4668,0.0861,0.0,1873,0,0,0
Usman,2018,Eastern Samar,PH082600000,Tropical depression,0,0,105653,106292,0.6288,0.1017,0.0,1276,0,0,0
Usman,2018,Laguna,PH043400000,Tropical depression,0,2,731892,765513,0.1165,0.0428,0.0,322,0,0,2
Usman,2018,Marinduque,PH174000000,Tropical depression,0,0,54341,54508,0.3564,0.0763,0.0,298,0,0,0
Usman,2018,Masbate,PH054100000,Tropical depression,0,0,187299,188013,0.6686,0.1199,0.0,396,0,0,0
Usman,2018,Northern Samar,PH084800000,Tropical depression,0,12686,124909,126619,0.6455,0.1373,0.9026,294642,8,11450,1236
Usman,2018,Oriental Mindoro,PH175200000,Tropical depression,0,802,188988,190763,0.4002,0.1714,0.5424,147857,3,435,367
Usman,2018,Palawan,PH175300000,Tropical depression,0,0,255726,257321,0.6892,0.0904,0.0,528,0,0,0
Usman,2018,Quezon,PH045600000,Tropical depression,0,8,475649,485673,0.3965,0.1048,0.625,1319,0,5,3
Usman,2018,Samar,PH086000000,Tropical depression,0,14695,162886,165264,0.6584,0.116,0.9703,70700,5,14259,436
Usman,2018,Sorsogon,PH056200000,Tropical depression,0,3,166106,166842,0.5304,0.1066,1.0,74941,7,3,0
Yutu,2018,Abra,PH140100000,Violent typhoon,5,0,51593,52929,0.2792,0.338,0.0,15121,0,0,0
Yutu,2018,Apayao,PH148100000,Violent typhoon,5,6,25418,25560,0.4634,0.2828,1.0,1887,0,6,0
Yutu,2018,Aurora,PH037700000,Violent typhoon,5,675,49066,49410,0.4004,0.0823,0.9541,21493,0,644,31
Yutu,2018,Benguet,PH141100000,Violent typhoon,5,10,193848,196825,0.0649,0.2411,0.9,5316,0,9,1
Yutu,2018,Cagayan,PH021500000,Violent typhoon,5,0,267472,271967,0.2809,0.0237,0.0,14495,0,0,0
Yutu,2018,Ifugao,PH142700000,Violent typhoon,5,2365,43217,43281,0.4509,0.374,0.9298,10359,4,2199,166
Yutu,2018,Ilocos Norte,PH012800000,Violent typhoon,5,15,131413,139336,0.1246,0.0415,0.1333,132,0,2,13
Yutu,2018,Ilocos Sur,PH012900000,Violent typhoon,5,15,151238,157043,0.1684,0.062,0.7333,582,0,11,4
Yutu,2018,Isabela,PH023100000,Violent typhoon,5,20497,365099,372950,0.2136,0.0305,0.8897,140523,0,18237,2260
Yutu,2018,Kalinga,PH143200000,Violent typhoon,5,222,41990,42115,0.3816,0.3494,0.8829,7511,1,196,26
Yutu,2018,La Union,PH013300000,Violent typhoon,5,208,174096,180675,0.1948,0.1305,0.976,4991,0,203,5
Yutu,2018,Mountain Province,PH144400000,Violent typhoon,5,964,34857,35038,0.2662,0.79,0.9149,34523,14,882,82
Yutu,2018,Northern Samar,PH084800000,Violent typhoon,5,109,124909,126619,0.6455,0.1373,0.9541,1338,0,104,5
Yutu,2018,Nueva Ecija,PH034900000,Violent typhoon,5,0,488461,496977,0.1968,0.0238,0.0,280,0,0,0
Yutu,2018,Nueva Vizcaya,PH025000000,Violent typhoon,5,316,108828,111340,0.3194,0.2707,0.8924,5559,0,282,34
Yutu,2018,Pangasinan,PH015500000,Violent typhoon,5,29,654240,674575,0.244,0.0196,0.9655,31524,0,28,1
Yutu,2018,Quezon,PH045600000,Violent typhoon,5,0,475649,485673,0.3965,0.1048,0.0,0,1,0,0
Yutu,2018,Quirino,PH025700000,Violent typhoon,5,1377,43161,43506,0.344,0.1835,0.9056,8403,0,1247,130
Yutu,2018,Tarlac,PH036900000,Violent typhoon,5,0,306044,311994,0.1496,0.0144,0.0,25,0,0,0
Yutu,2018,Zambales,PH037100000,Violent typhoon,5,0,195109,198666,0.1688,0.0601,0.0,10,0,0,0
Amang,2019,Agusan del Norte,PH160200000,Tropical depression,0,0,151197,153815,0.6199,0.1163,0.0,1442,0,0,0
Amang,2019,Agusan del Sur,PH160300000,Tropical depression,0,0,151934,153653,0.7653,0.2844,0.0,10344,0,0,0
Amang,2019,Dinagat Islands,PH168500000,Tropical depression,0,0,27902,28557,0.5835,0.094,0.0,477,0,0,0
Amang,2019,Surigao del Norte,PH166700000,Tropical depression,0,0,106660,108814,0.4934,0.0773,0.0,3458,0,0,0
Amang,2019,Surigao del Sur,PH166800000,Tropical depression,0,0,127802,129159,0.7409,0.1667,0.0,853,0,0,0
Chedeng,2019,Davao Occidental,PH118600000,Tropical depression,0,0,76607,77431,0.8389,0.332,0.0,1675,0,0,0
Chedeng,2019,Davao Oriental,PH112500000,Tropical depression,0,19,126969,128558,0.6659,0.1668,0.7895,4971,0,15,4
Chedeng,2019,Davao del Sur,PH112400000,Tropical depression,0,0,558091,568747,0.441,0.0982,0.0,15,0,0,0
Danas,2019,Abra,PH140100000,Tropical storm,1,0,51593,52929,0.2792,0.338,0.0,2,0,0,0
Danas,2019,Apayao,PH148100000,Tropical storm,1,2,25418,25560,0.4634,0.2828,0.5,409,0,1,1
Danas,2019,Cagayan,PH021500000,Tropical storm,1,0,267472,271967,0.2809,0.0237,0.0,502,0,0,0
Danas,2019,Ilocos Norte,PH012800000,Tropical storm,1,1,131413,139336,0.1246,0.0415,1.0,5,0,1,0
Danas,2019,Mountain Province,PH144400000,Tropical storm,1,0,34857,35038,0.2662,0.79,0.0,84,0,0,0
Kalmaegi,2019,Albay,PH050500000,Strong typhoon,3,0,275601,277091,0.3791,0.0926,0.0,1058,0,0,0
Kalmaegi,2019,Apayao,PH148100000,Strong typhoon,3,2,25418,25560,0.4634,0.2828,0.0,7583,0,0,2
Kalmaegi,2019,Cagayan,PH021500000,Strong typhoon,3,0,267472,271967,0.2809,0.0237,0.0,19340,0,0,0
Kalmaegi,2019,Camarines Norte,PH051600000,Strong typhoon,3,0,128679,129994,0.4591,0.1341,0.0,19,0,0,0
Kalmaegi,2019,Camarines Sur,PH051700000,Strong typhoon,3,19,396642,400615,0.478,0.102,0.4737,2204,0,9,10
Kalmaegi,2019,Catanduanes,PH052000000,Strong typhoon,3,0,53482,53814,0.4668,0.0861,0.0,9,0,0,0
Kalmaegi,2019,Ilocos Norte,PH012800000,Strong typhoon,3,0,131413,139336,0.1246,0.0415,0.0,521,0,0,0
Kalmaegi,2019,Isabela,PH023100000,Strong typhoon,3,0,365099,372950,0.2136,0.0305,0.0,873,0,0,0
Kalmaegi,2019,Kalinga,PH143200000,Strong typhoon,3,1,41990,42115,0.3816,0.3494,0.0,24,0,0,1
Kammuri,2019,Albay,PH050500000,Very strong typhoon,4,112572,275601,277091,0.3791,0.0926,0.8446,355841,0,95076,17496
Kammuri,2019,Antique,PH060600000,Very strong typhoon,4,6,128753,129771,0.5388,0.1886,0.6667,0,0,4,2
Kammuri,2019,Aurora,PH037700000,Very strong typhoon,4,121,49066,49410,0.4004,0.0823,0.9917,5407,0,120,1
Kammuri,2019,Bataan,PH030800000,Very strong typhoon,4,0,170152,173212,0.1275,0.0695,0.0,3085,0,0,0
Kammuri,2019,Batangas,PH041000000,Very strong typhoon,4,1116,597758,613825,0.1329,0.0416,0.1828,4802,0,204,912
Kammuri,2019,Biliran,PH087800000,Very strong typhoon,4,0,38105,38518,0.4685,0.0367,0.0,0,0,0,0
Kammuri,2019,Bulacan,PH031400000,Very strong typhoon,4,0,741737,760964,0.0931,0.0168,0.0,224,0,0,0
Kammuri,2019,Camarines Norte,PH051600000,Very strong typhoon,4,10661,128679,129994,0.4591,0.1341,0.8956,40705,0,9548,1113
Kammuri,2019,Camarines Sur,PH051700000,Very strong typhoon,4,140856,396642,400615,0.478,0.102,0.9298,271253,0,130962,9894
Kammuri,2019,Capiz,PH061900000,Very strong typhoon,4,0,178303,179983,0.5324,0.1154,0.0,0,0,0,0
Kammuri,2019,Catanduanes,PH052000000,Very strong typhoon,4,0,53482,53814,0.4668,0.0861,0.0,29977,0,0,0
Kammuri,2019,Cavite,PH042100000,Very strong typhoon,4,8,851871,877743,0.1109,0.0265,0.0,32,0,0,8
Kammuri,2019,Eastern Samar,PH082600000,Very strong typhoon,4,2290,105653,106292,0.6288,0.1017,0.99,60950,0,2267,23
Kammuri,2019,Laguna,PH043400000,Very strong typhoon,4,187,731892,765513,0.1165,0.0428,0.0909,805,0,17,170
Kammuri,2019,Leyte,PH083700000,Very strong typhoon,4,2490,451667,455889,0.5322,0.0808,0.9056,0,1,2255,235
Kammuri,2019,Marinduque,PH174000000,Very strong typhoon,4,14899,54341,54508,0.3564,0.0763,0.947,5984,0,14109,790
Kammuri,2019,Masbate,PH054100000,Very strong typhoon,4,23754,187299,188013,0.6686,0.1199,0.7343,172239,0,17442,6312
Kammuri,2019,Mountain Province,PH144400000,Very strong typhoon,4,1,34857,35038,0.2662,0.79,1.0,8,0,1,0
Kammuri,2019,Northern Samar,PH084800000,Very strong typhoon,4,86627,124909,126619,0.6455,0.1373,0.906,465877,0,78487,8140
Kammuri,2019,Occidental Mindoro,PH175100000,Very strong typhoon,4,4310,110275,111714,0.4695,0.0883,0.8921,16099,0,3845,465
Kammuri,2019,Oriental Mindoro,PH175200000,Very strong typhoon,4,39574,188988,190763,0.4002,0.1714,0.8905,25339,0,35239,4335
Kammuri,2019,Palawan,PH175300000,Very strong typhoon,4,1,255726,257321,0.6892,0.0904,1.0,0,0,1,0
Kammuri,2019,Pampanga,PH035400000,Very strong typhoon,4,0,561214,575301,0.0811,0.0175,0.0,416,0,0,0
Kammuri,2019,Quezon,PH045600000,Very strong typhoon,4,8999,475649,485673,0.3965,0.1048,0.109,110575,3,981,8018
Kammuri,2019,Romblon,PH175900000,Very strong typhoon,4,14280,67971,68362,0.4938,0.1383,0.8732,10865,0,12470,1810
Kammuri,2019,Samar,PH086000000,Very strong typhoon,4,8493,162886,165264,0.6584,0.116,0.9482,50413,0,8053,440
Kammuri,2019,Sorsogon,PH056200000,Very strong typhoon,4,59183,166106,166842,0.5304,0.1066,0.8436,348298,0,49926,9257
Kammuri,2019,Surigao del Sur,PH166800000,Very strong typhoon,4,12,127802,129159,0.7409,0.1667,0.75,51,0,9,3
Kammuri,2019,Zambales,PH037100000,Very strong typhoon,4,0,195109,198666,0.1688,0.0601,0.0,12861,0,0,0
Marilyn,2019,Bulacan,PH031400000,Tropical depression,0,0,741737,760964,0.0931,0.0168,0.0,0,0,0,0
Marilyn,2019,Davao del Sur,PH112400000,Tropical depression,0,0,558091,568747,0.441,0.0982,0.0,135,0,0,0
Marilyn,2019,Isabela,PH023100000,Tropical depression,0,0,365099,372950,0.2136,0.0305,0.0,0,0,0,0
Marilyn,2019,Negros Occidental,PH064500000,Tropical depression,0,0,690110,701650,0.5036,0.1468,0.0,0,0,0,0
Marilyn,2019,Pampanga,PH035400000,Tropical depression,0,0,561214,575301,0.0811,0.0175,0.0,0,0,0,0
Marilyn,2019,South Cotabato,PH126300000,Tropical depression,0,119,359332,362258,0.4419,0.0872,0.8151,624,0,97,22
Marilyn,2019,Sultan Kudarat,PH126500000,Tropical depression,0,80,182920,184650,0.6328,0.1635,0.725,6470,0,58,22
Marilyn,2019,Zamboanga Sibugay,PH098300000,Tropical depression,0,0,138746,140791,0.7758,0.1262,0.0,0,0,0,0
Marilyn,2019,Zamboanga del Norte,PH097200000,Tropical depression,0,0,223221,224828,0.7239,0.1934,0.0,710,0,0,0
Marilyn,2019,Zamboanga del Sur,PH097300000,Tropical depression,0,0,399598,406810,0.6434,0.1327,0.0,7497,0,0,0
