Region,Region Code,Province,Province Code,Municipality_City,Municipality_City Code,Number of Households,Faucet/Community System,Tubed/Piped,Dug well,Bottled Water,Natural Sources,Peddler/Others/Not Reported
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Mabini (Doña Alicia),PH118203000,9654,2059,4408,114,546,2343,184
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Maco,PH118204000,19150,9648,3870,520,1290,2799,1023
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Maragusan (San Mariano),PH118205000,14349,12893,1045,114,156,130,11
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Mawab,PH118206000,8334,2812,2957,385,339,971,870
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Monkayo,PH118207000,21451,8636,4476,1488,529,4955,1367
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Montevista,PH118208000,10067,3734,1612,1792,1509,1363,57
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Nabunturan (Capital),PH118209000,18894,5638,4205,650,2964,3181,2256
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,New Bataan,PH118210000,11637,8200,1591,20,56,1756,14
Region XI (Davao Region),PH110000000,Compostela Valley,PH118200000,Pantukan,PH118211000,19275,5490,9218,481,827,3087,172
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Asuncion (Saug),PH112301000,13801,4013,5000,502,730,1143,2413
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Braulio E. Dujali,PH112323000,5404,78,327,281,735,435,3548
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Carmen,PH112303000,16743,421,1001,491,1995,1986,10849
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,City of Panabo,PH112315000,42489,3533,5526,446,10503,1231,21250
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,City of Tagum (Capital),PH112319000,59989,16520,1878,649,31349,4233,5360
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Island Garden City of Samal,PH112317000,26245,15041,1469,110,5222,2959,1444
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Kapalong,PH112305000,17265,3428,7992,298,715,1825,3007
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,New Corella,PH112314000,12403,4968,3019,229,771,1245,2171
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,San Isidro,PH112324000,6460,2778,432,1006,33,1947,264
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Santo Tomas,PH112318000,26291,7546,5124,1136,2285,562,9638
Region XI (Davao Region),PH110000000,Davao Del Norte,PH112300000,Talaingod,PH112322000,6142,785,659,19,20,4655,4
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Bansalan,PH112401000,14913,9521,1990,66,1001,2221,114
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,City of Digos (Capital),PH112403000,41550,24993,9870,257,3602,2200,628
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,City of Davao,PH112402000,409951,302329,26117,5250,32970,16824,26461
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Hagonoy,PH112404000,13198,3636,7678,12,1745,41,86
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Kiblawan,PH112406000,13474,8843,1763,1653,253,959,3
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Magsaysay,PH112407000,13571,5455,5920,483,68,1645,0
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Malalag,PH112408000,10367,5094,3270,447,314,1236,6
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Matanao,PH112410000,13861,7747,5113,403,125,358,115
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Padada,PH112411000,6915,2385,1245,16,3266,0,3
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Santa Cruz,PH112412000,22341,12623,5178,830,1035,2580,95
Region XI (Davao Region),PH110000000,Davao Del Sur,PH112400000,Sulop,PH112414000,8606,3312,3359,1120,533,213,69
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Don Marcelino,PH118601000,11207,3847,2698,1036,38,3448,140
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Jose Abad Santos (Trinidad),PH118602000,18117,3461,4995,1481,22,8155,3
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Malita (Capital),PH118603000,28627,9023,6197,2276,962,9887,282
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Santa Maria,PH118604000,13638,1719,8699,604,20,2585,11
Region XI (Davao Region),PH110000000,Davao Occidental,PH118600000,Sarangani,PH118605000,5842,2700,1420,506,21,1001,194
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Baganga,PH112501000,13339,3721,5266,811,944,2445,152
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Banaybanay,PH112502000,9321,3391,5382,14,312,207,15
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Boston,PH112503000,3216,2189,452,12,23,534,6
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Caraga,PH112504000,9239,6122,1105,256,95,1592,69
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Cateel,PH112505000,9711,1286,5481,282,127,2487,48
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,City of Mati (Capital),PH112509000,32492,14731,6173,968,6404,3822,394
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Governor Generoso,PH112506000,12738,5834,4980,258,424,1231,11
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Lupon,PH112507000,15250,4650,7165,382,1625,1412,16
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Manay,PH112508000,9666,3296,1108,963,702,3585,12
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,San Isidro,PH112510000,7821,2514,3358,265,374,1293,17
Region XI (Davao Region),PH110000000,Davao Oriental,PH112500000,Tarragona,PH112511000,5765,2372,773,73,447,2098,2
Region XII (SOCCSKSARGEN),PH120000000,Cotabato City (Not a Province),PH129800000,City of Cotabato,PH129804000,58866,47195,2979,1953,3419,40,3280
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Alamada,PH124701000,14993,6437,1670,1648,24,5197,17
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Aleosan,PH124717000,8845,2005,3899,2027,418,354,142
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Antipas,PH124715000,6071,3663,695,175,11,1524,3
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Arakan,PH124718000,10723,6829,1963,746,89,1069,27
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Banisilan,PH124716000,9649,2372,2842,1762,186,2306,181
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Carmen,PH124702000,21905,7702,7535,2386,401,3863,18
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,City of Kidapawan (Capital),PH124704000,33250,28690,1867,559,451,1223,460
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Kabacan,PH124703000,20094,5617,11125,504,1501,1334,13
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Libungan,PH124705000,11476,1873,5765,992,1244,1221,381
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Magpet,PH124706000,11181,9014,849,374,13,911,20
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Makilala,PH124707000,19356,13246,2434,816,93,2552,215
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Matalam,PH124708000,18816,6339,8571,1125,224,2549,8
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Midsayap,PH124709000,34198,3573,12128,6776,3190,469,8062
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,M'Lang,PH124710000,23645,9379,11822,250,1229,566,399
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Pigkawayan,PH124711000,15826,2040,9532,1509,1854,882,9
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Pikit,PH124712000,36099,1561,17586,13290,832,613,2217
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,President Roxas,PH124713000,10927,3904,2433,1984,209,2322,75
Region XII (SOCCSKSARGEN),PH120000000,Cotabato (North Cotabato),PH124700000,Tulunan,PH124714000,13513,2979,8568,322,1437,204,3
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Alabel (Capital),PH128001000,17929,8059,5587,638,689,2953,3
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Glan,PH128002000,28366,6849,9668,2694,2289,6846,20
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Kiamba,PH128003000,13588,4277,6548,366,180,2178,39
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maasim,PH128004000,13260,3655,4639,178,2816,1381,591
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Maitum,PH128005000,10631,3766,4894,522,355,1086,8
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malapatan,PH128006000,15958,5545,5449,567,468,3879,50
Region XII (SOCCSKSARGEN),PH120000000,Sarangani,PH128000000,Malungon,PH128007000,24581,11194,4227,4361,260,4514,25
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Banga,PH126302000,21100,4626,11493,515,2410,2002,54
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,City of Koronadal (Capital),PH126306000,42902,8983,17297,322,13767,1636,897
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,City of General Santos (Dadiangas),PH126303000,144332,88759,25774,871,22134,2779,4015
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Lake Sebu,PH126319000,18578,6673,3044,3297,128,5373,63
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Norala,PH126311000,10601,1714,7295,138,776,445,233
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Polomolok,PH126312000,36720,27127,5229,454,1110,2194,606
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Santo Niño,PH126318000,9719,1756,5424,46,2325,97,71
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Surallah,PH126313000,20330,7351,6413,996,2845,2522,203
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tampakan,PH126314000,9444,4529,3144,81,368,1314,8
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tantangan,PH126315000,10396,4099,4077,304,1691,149,76
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,T'Boli,PH126316000,21441,13393,3565,776,222,3445,40
Region XII (SOCCSKSARGEN),PH120000000,South Cotabato,PH126300000,Tupi,PH126317000,16695,8001,4866,291,181,3266,90
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Bagumbayan,PH126501000,15440,4476,6412,1656,346,2539,11
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,City of Tacurong,PH126511000,21814,4075,8460,239,8915,108,17
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Columbio,PH126502000,8134,1477,4422,602,64,1569,0
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Esperanza,PH126503000,15868,2182,8116,241,2147,2917,265
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Isulan (Capital),PH126504000,20332,2249,9984,38,6842,1116,103
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Kalamansig,PH126505000,10957,4343,2584,271,33,3601,125
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lambayong (Mariano Marcos),PH126508000,17815,696,13711,7,1817,1495,89
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lebak,PH126506000,20388,3907,6775,2668,1159,5869,10
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Lutayan,PH126507000,13092,2118,9780,488,457,231,18
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Palimbang,PH126509000,19121,2170,9313,2108,6,5499,25
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,President Quirino,PH126510000,9966,582,7392,67,1394,523,8
Region XII (SOCCSKSARGEN),PH120000000,Sultan Kudarat,PH126500000,Sen. Ninoy Aquino,PH126512000,11723,2780,2351,2430,113,4044,5
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Buenavista,PH160201000,13924,1599,4406,194,6386,1278,61
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Butuan (Capital),PH160202000,76206,17920,15562,584,31049,3828,7263
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Carmen,PH160204000,4711,661,2839,119,843,94,155
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,City of Cabadbaran,PH160203000,16698,6347,8587,18,1291,384,71
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Jabonga,PH160205000,5155,3829,699,4,192,425,6
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Kitcharao,PH160206000,4326,2140,1321,0,683,182,0
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Las Nieves,PH160207000,5717,3225,1301,491,145,495,60
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Magallanes,PH160208000,4481,2310,139,12,530,81,1409
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Nasipit,PH160209000,9155,1352,2587,38,4583,449,146
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Remedios T. Romualdez,PH160212000,3507,1889,904,35,289,384,6
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Santiago,PH160210000,4681,2835,527,2,846,320,151
Region XIII (Caraga),PH160000000,Agusan Del Norte,PH160200000,Tubay,PH160211000,5254,2276,1827,3,502,613,33
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Bunawan,PH160302000,10530,3514,247,533,1914,3706,616
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,City of Bayugan,PH160301000,22658,5822,7004,313,5489,3743,287
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Esperanza,PH160303000,11654,3319,5311,197,788,2012,27
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,La Paz,PH160304000,5297,1219,281,423,288,2359,727
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Loreto,PH160305000,9028,1330,3101,1420,216,2857,104
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Prosperidad (Capital),PH160306000,18423,5585,2566,1941,4512,2948,871
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Rosario,PH160307000,10097,4010,1778,164,1689,1327,1129
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Francisco,PH160308000,17151,8170,1145,669,5377,1670,120
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,San Luis,PH160309000,6700,2385,2315,484,33,1482,1
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Santa Josefa,PH160310000,5860,1106,1523,331,520,1478,902
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Sibagat,PH160314000,6644,1492,806,177,495,3651,23
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Talacogon,PH160311000,8285,1479,1490,340,1444,2386,1146
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Trento,PH160312000,11931,1850,3019,889,800,1692,3681
Region XIII (Caraga),PH160000000,Agusan Del Sur,PH160300000,Veruela,PH160313000,9395,3782,865,1222,765,2754,7
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Basilisa (Rizal),PH168501000,8588,6137,1299,244,164,744,0
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Cagdianao,PH168502000,3777,2795,209,35,159,388,191
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Dinagat,PH168503000,2220,582,616,305,202,513,2
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Libjo (Albor),PH168504000,4103,3745,257,22,37,38,4
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Loreto,PH168505000,2259,2097,74,34,17,36,1
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,San Jose (Capital),PH168506000,5765,4014,832,21,266,454,178
Region XIII (Caraga),PH160000000,Dinagat Islands,PH168500000,Tubajon,PH168507000,1845,1616,48,10,35,136,0
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Alegria,PH166701000,3415,2023,733,23,475,152,9
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Bacuag,PH166702000,3107,2363,220,8,394,92,30
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Burgos,PH166704000,919,306,91,2,476,40,4
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Claver,PH166706000,7357,2475,669,126,3906,175,6
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Dapa,PH166707000,5139,1759,465,12,1140,310,1453
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Del Carmen,PH166708000,3973,1346,161,126,2090,197,53
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,General Luna,PH166710000,3847,726,910,317,1771,102,21
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Gigaquit,PH166711000,4532,1183,814,312,1520,697,6
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Mainit,PH166714000,5975,4157,93,4,1339,377,5
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Malimono,PH166715000,3995,3310,19,59,550,23,34
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Pilar,PH166716000,2401,747,464,29,444,711,6
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Placer,PH166717000,5922,4118,279,4,934,555,32
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Benito,PH166718000,1222,599,9,1,298,158,157
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Francisco (Anao-Aon),PH166719000,3256,2306,109,1,547,289,4
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,San Isidro,PH166720000,1625,675,55,2,594,298,1
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Santa Monica (Sapao),PH166721000,1986,1432,51,0,388,115,0
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Sison,PH166722000,2920,2207,26,5,592,85,5
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Socorro,PH166723000,4417,3720,532,20,67,78,0
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,City of Surigao (Capital),PH166724000,35784,21432,2762,201,9977,1317,95
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tagana-An,PH166725000,3779,2818,105,64,592,115,85
Region XIII (Caraga),PH160000000,Surigao Del Norte,PH166700000,Tubod,PH166727000,3243,2394,18,20,295,304,212
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Barobo,PH166801000,10690,3910,1180,150,3853,1354,243
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Bayabas,PH166802000,1738,969,304,54,357,53,1
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cagwait,PH166804000,4359,1831,337,39,1370,754,28
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Cantilan,PH166805000,7058,1519,2793,87,2395,95,169
Region XIII (Caraga),PH160000000,Surigao Del Sur,PH166800000,Carmen,PH166806000,2330,846,1324,7,55,57,41
