Cyclone Name,Province,Deaths,Affected,Houses destroyed,Houses damaged,Total Houses,Damage to Infrastructure (PhP),Damage to Agriculture + Fisheries (PhP),Year,Category
Conson,Metro Manila,2.0,2802.0,62.0,0.0,62,1705000.0,0.0,2010,Strong typhoon
Conson,Aurora,0.0,187.0,0.0,0.0,0,19300000.0,0.0,2010,Strong typhoon
Conson,Bataan,10.0,68692.0,232.0,2695.0,2927,4950000.0,579332.0,2010,Strong typhoon
Conson,Bulacan,3.0,189.0,0.0,0.0,0,23761000.0,0.0,2010,Strong typhoon
Conson,Pampanga,0.0,221.0,0.0,0.0,0,0.0,0.0,2010,Strong typhoon
Conson,Batangas,4.0,11605.0,102.0,1138.0,1240,15000000.0,0.0,2010,Strong typhoon
Conson,Cavite,12.0,247537.0,2558.0,32735.0,35293,0.0,11822730.0,2010,Strong typhoon
Conson,Laguna,10.0,87977.0,1516.0,8536.0,10052,3330000.0,47287410.0,2010,Strong typhoon
Conson,Quezon,35.0,19204.0,133.0,1764.0,1897,4585000.0,145210000.0,2010,Strong typhoon
Conson,Rizal,3.0,66678.0,2269.0,10917.0,13186,350000.0,26825503.0,2010,Strong typhoon
Conson,Camarines Norte,18.0,52561.0,480.0,7459.0,7939,53200000.0,5632999.0,2010,Strong typhoon
Conson,Camarines Sur,2.0,14845.0,1.0,119.0,120,0.0,150000.0,2010,Strong typhoon
Conson,Catanduanes,0.0,12885.0,25.0,544.0,569,8400000.0,401906.0,2010,Strong typhoon
Conson,Nueva Ecija,1.0,0.0,0.0,0.0,0,2400000.0,0.0,2010,Strong typhoon
Conson,Zambales,0.0,0.0,0.0,1.0,1,0.0,1500000.0,2010,Strong typhoon
Megi,Metro Manila,1.0,877.0,0.0,0.0,0,0.0,0.0,2010,Violent typhoon
Megi,Ilocos Norte,0.0,7982.0,0.0,85.0,85,36920000.0,151046117.0,2010,Violent typhoon
Megi,Ilocos Sur,2.0,8771.0,12.0,225.0,237,2800000.0,165377858.0,2010,Violent typhoon
Megi,La Union,2.0,57543.0,545.0,5560.0,6105,9175000.0,268300770.0,2010,Violent typhoon
Megi,Pangasinan,10.0,482392.0,1095.0,8378.0,9473,9245000.0,2406270823.0,2010,Violent typhoon
Megi,Cagayan,1.0,158267.0,1048.0,14737.0,15785,33900000.0,496408990.0,2010,Violent typhoon
Megi,Isabela,2.0,710460.0,25186.0,72828.0,98014,205649000.0,2089965630.0,2010,Violent typhoon
Megi,Nueva Vizcaya,0.0,6975.0,1.0,36.0,37,5150000.0,123488000.0,2010,Violent typhoon
Megi,Quirino,0.0,17142.0,0.0,23.0,23,4000000.0,58083000.0,2010,Violent typhoon
Megi,Aurora,0.0,2394.0,0.0,9.0,9,100000.0,44977172.0,2010,Violent typhoon
Megi,Bataan,0.0,20560.0,2.0,20.0,22,3900000.0,109269882.0,2010,Violent typhoon
Megi,Bulacan,0.0,120.0,0.0,0.0,0,0.0,579592911.0,2010,Violent typhoon
Megi,Nueva Ecija,1.0,27247.0,4.0,22.0,26,17700000.0,1587045618.0,2010,Violent typhoon
Megi,Pampanga,0.0,100664.0,13.0,10.0,23,150000.0,113428605.0,2010,Violent typhoon
Megi,Tarlac,2.0,74621.0,13.0,117.0,130,6600000.0,645425917.0,2010,Violent typhoon
Megi,Zambales,5.0,12266.0,43.0,388.0,431,11568750.0,80854150.0,2010,Violent typhoon
Megi,Cavite,0.0,372.0,0.0,0.0,0,0.0,0.0,2010,Violent typhoon
Megi,Rizal,0.0,411.0,0.0,0.0,0,0.0,0.0,2010,Violent typhoon
Megi,Abra,0.0,8726.0,3.0,209.0,212,25425000.0,118312579.0,2010,Violent typhoon
Megi,Apayao,0.0,35461.0,58.0,1089.0,1147,19050000.0,309963089.0,2010,Violent typhoon
Megi,Benguet,2.0,30222.0,20.0,284.0,304,22080094.0,56457746.0,2010,Violent typhoon
Megi,Ifugao,2.0,5797.0,69.0,322.0,391,9364900.0,381895213.0,2010,Violent typhoon
Megi,Kalinga,1.0,214637.0,1778.0,12753.0,14531,13170000.0,442055166.0,2010,Violent typhoon
Megi,Mountain Province,0.0,25077.0,158.0,1079.0,1237,19750000.0,117570528.0,2010,Violent typhoon
Aere,Metro Manila,1.0,535.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Aere,Bulacan,1.0,465.0,4.0,37.0,41,0.0,0.0,2011,Tropical storm
Aere,Catanduanes,2.0,0.0,0.0,0.0,0,1469000.0,14718889.0,2011,Tropical storm
Aere,Camarines Sur,16.0,196904.0,12.0,1080.0,1092,330800000.0,534194064.0,2011,Tropical storm
Aere,Albay,6.0,85077.0,0.0,0.0,0,280897990.0,310771168.0,2011,Tropical storm
Aere,Sorsogon,1.0,29781.0,0.0,6596.0,6596,15150000.0,106982688.0,2011,Tropical storm
Aere,Masbate,2.0,6932.0,0.0,11.0,11,30670000.0,35476650.0,2011,Tropical storm
Aere,Negros Oriental,1.0,0.0,0.0,0.0,0,200000.0,0.0,2011,Tropical storm
Aere,Leyte,1.0,6860.0,1.0,4.0,5,23500000.0,0.0,2011,Tropical storm
Aere,Northern Samar,3.0,66366.0,9.0,1364.0,1373,28060000.0,0.0,2011,Tropical storm
Aere,Samar,1.0,3020.0,18.0,129.0,147,0.0,0.0,2011,Tropical storm
Aere,Zambales,0.0,288.0,0.0,0.0,0,0.0,12569360.0,2011,Tropical storm
Aere,Rizal,0.0,45.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Aere,Camarines Norte,0.0,21275.0,20.0,868.0,888,508500000.0,16783466.0,2011,Tropical storm
Aere,Cebu,0.0,39.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Aere,Eastern Samar,0.0,14250.0,0.0,45.0,45,0.0,0.0,2011,Tropical storm
Songda,Metro Manila,0.0,2725.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Isabela,0.0,126.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Albay,0.0,223110.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Camarines Norte,1.0,2710.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Camarines Sur,0.0,146697.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Catanduanes,1.0,13349.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Sorsogon,0.0,1281.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Zamboanga del Sur,0.0,8258.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Bukidnon,0.0,596.0,56.0,43.0,99,0.0,1422000.0,2011,Violent typhoon
Songda,Davao del Norte,0.0,48015.0,27.0,0.0,27,5488125.0,8823374.0,2011,Violent typhoon
Songda,Davao Oriental,0.0,40.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Benguet,2.0,0.0,0.0,0.0,0,0.0,0.0,2011,Violent typhoon
Songda,Lanao del Sur,0.0,0.0,0.0,5.0,5,0.0,0.0,2011,Violent typhoon
Dodong,Batangas,1.0,1086.0,36.0,300.0,336,0.0,0.0,2011,Tropical storm
Dodong,Romblon,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Dodong,Zambales,0.0,0.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Dodong,Cavite,0.0,40.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Dodong,Metro Manila,0.0,25.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Meari,Metro Manila,0.0,72687.0,0.0,22.0,22,0.0,0.0,2011,Severe tropical storm
Meari,Pangasinan,0.0,78580.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Meari,Bataan,4.0,190134.0,8.0,25.0,33,17635700.0,1301257.0,2011,Severe tropical storm
Meari,Bulacan,2.0,511207.0,61.0,33.0,94,70800000.0,80256771.0,2011,Severe tropical storm
Meari,Nueva Ecija,0.0,40085.0,0.0,0.0,0,48500000.0,34151272.25,2011,Severe tropical storm
Meari,Pampanga,3.0,592172.0,1.0,13.0,14,120030000.0,34212657.0,2011,Severe tropical storm
Meari,Tarlac,0.0,67100.0,4.0,7.0,11,95500000.0,40292760.0,2011,Severe tropical storm
Meari,Zambales,1.0,25914.0,26.0,31.0,57,22575000.0,14088224.0,2011,Severe tropical storm
Meari,Batangas,0.0,4512.0,36.0,1035.0,1071,0.0,0.0,2011,Severe tropical storm
Meari,Cavite,0.0,8870.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Meari,Rizal,1.0,91042.0,0.0,0.0,0,0.0,900600.0,2011,Severe tropical storm
Meari,Albay,0.0,107253.0,4.0,25.0,29,30800000.0,15962630.0,2011,Severe tropical storm
Meari,Camarines Sur,0.0,2820.0,0.0,0.0,0,0.0,2209222.5,2011,Severe tropical storm
Meari,Mountain Province,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Meari,Iloilo,0.0,0.0,25.0,24.0,49,0.0,0.0,2011,Severe tropical storm
Juaning,Nueva Ecija,1.0,4603.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Cavite,2.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Quezon,2.0,1338.0,1.0,33.0,34,0.0,0.0,2011,Severe tropical storm
Juaning,Marinduque,3.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Albay,14.0,557448.0,180.0,350.0,530,1200279899.66,71145449.66,2011,Severe tropical storm
Juaning,Catanduanes,6.0,227.0,0.0,0.0,0,13114000.0,9389830.58,2011,Severe tropical storm
Juaning,Camarines Sur,8.0,319084.0,2.0,0.0,2,19750000.0,98494579.09,2011,Severe tropical storm
Juaning,Camarines Norte,7.0,37136.0,315.0,4595.0,4910,0.0,9225826.4,2011,Severe tropical storm
Juaning,Masbate,12.0,740.0,0.0,0.0,0,8200000.0,35165094.0,2011,Severe tropical storm
Juaning,Sorsogon,2.0,14782.0,1.0,4.0,5,1550000.0,4296288.46,2011,Severe tropical storm
Juaning,Iloilo,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Siquijor,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Leyte,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Metro Manila,1.0,370.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Ifugao,4.0,212.0,5.0,20.0,25,0.0,15148036.57,2011,Severe tropical storm
Juaning,Benguet,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,La Union,0.0,5.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Pangasinan,0.0,1130.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Isabela,0.0,1304.0,0.0,6.0,6,0.0,14343.78,2011,Severe tropical storm
Juaning,Quirino,0.0,20253.0,8.0,96.0,104,0.0,267834.51,2011,Severe tropical storm
Juaning,Nueva Vizcaya,0.0,425.0,0.0,8.0,8,0.0,1364.96,2011,Severe tropical storm
Juaning,Aurora,0.0,6848.0,64.0,266.0,330,0.0,0.0,2011,Severe tropical storm
Juaning,Bulacan,0.0,179.0,0.0,0.0,0,0.0,841905.0,2011,Severe tropical storm
Juaning,Pampanga,0.0,7358.0,5.0,0.0,5,0.0,0.0,2011,Severe tropical storm
Juaning,Batangas,0.0,1230.0,2.0,200.0,202,0.0,0.0,2011,Severe tropical storm
Juaning,Lanao del Norte,0.0,3115.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Juaning,Kalinga,0.0,3379.0,6.0,43.0,49,0.0,0.0,2011,Severe tropical storm
Juaning,Rizal,0.0,0.0,0.0,6.0,6,0.0,0.0,2011,Severe tropical storm
Juaning,Cebu,0.0,0.0,0.0,4.0,4,0.0,0.0,2011,Severe tropical storm
Nanmadol,Pangasinan,2.0,69939.0,10.0,13.0,23,61150000.0,100835231.14,2011,Very strong typhoon
Nanmadol,Ilocos Sur,4.0,5154.0,4.0,16.0,20,6850000.0,60755064.47,2011,Very strong typhoon
Nanmadol,Ilocos Norte,3.0,92641.0,35.0,143.0,178,68200000.0,78705904.03,2011,Very strong typhoon
Nanmadol,La Union,1.0,17606.0,10.0,98.0,108,34485000.0,49689587.68,2011,Very strong typhoon
Nanmadol,Zambales,4.0,214.0,4.0,7.0,11,0.0,0.0,2011,Very strong typhoon
Nanmadol,Bulacan,2.0,0.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nanmadol,Catanduanes,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nanmadol,Iloilo,1.0,20061.0,3.0,0.0,3,0.0,0.0,2011,Very strong typhoon
Nanmadol,Zamboanga del Sur,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nanmadol,Benguet,10.0,3570.0,29.0,187.0,216,84955000.0,70208000.0,2011,Very strong typhoon
Nanmadol,Abra,5.0,15814.0,4.0,114.0,118,26300000.0,49710000.0,2011,Very strong typhoon
Nanmadol,Mountain Province,1.0,12298.0,2.0,126.0,128,56800000.0,35989000.0,2011,Very strong typhoon
Nanmadol,Quezon,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nanmadol,Metro Manila,0.0,275.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nanmadol,Cagayan,0.0,127775.0,43.0,1823.0,1866,0.0,882560524.0,2011,Very strong typhoon
Nanmadol,Isabela,0.0,11908.0,0.0,20.0,20,0.0,60381223.47,2011,Very strong typhoon
Nanmadol,Nueva Vizcaya,0.0,155.0,0.0,34.0,34,0.0,2569875.0,2011,Very strong typhoon
Nanmadol,Tarlac,0.0,210.0,0.0,0.0,0,0.0,688000.0,2011,Very strong typhoon
Nanmadol,Albay,0.0,760.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nanmadol,Negros Occidental,0.0,9524.0,10.0,0.0,10,0.0,0.0,2011,Very strong typhoon
Nanmadol,Apayao,0.0,20475.0,4.0,296.0,300,22300000.0,171590000.0,2011,Very strong typhoon
Nanmadol,Kalinga,0.0,3089.0,1.0,41.0,42,55587000.0,70970000.0,2011,Very strong typhoon
Nesat,Metro Manila,6.0,77096.0,0.0,0.0,0,122373000.0,1980000.0,2011,Strong typhoon
Nesat,Ilocos Norte,0.0,45.0,9.0,0.0,9,0.0,0.0,2011,Strong typhoon
Nesat,Ilocos Sur,0.0,1580.0,0.0,0.0,0,3750000.0,0.0,2011,Strong typhoon
Nesat,La Union,1.0,10730.0,20.0,1128.0,1148,1650000.0,102000.0,2011,Strong typhoon
Nesat,Pangasinan,2.0,99931.0,82.0,3373.0,3455,15058500.0,1757000.0,2011,Strong typhoon
Nesat,Cagayan,1.0,72979.0,0.0,0.0,0,149375527.81,24031621.0,2011,Strong typhoon
Nesat,Isabela,1.0,191871.0,1468.0,10374.0,11842,135762000.0,494561257.75,2011,Strong typhoon
Nesat,Nueva Vizcaya,5.0,36541.0,153.0,958.0,1111,78450000.0,3545250.73,2011,Strong typhoon
Nesat,Quirino,0.0,115747.0,1674.0,8492.0,10166,48790000.0,109374858.76,2011,Strong typhoon
Nesat,Aurora,0.0,57146.0,545.0,5743.0,6288,30390000.0,179136585.0,2011,Strong typhoon
Nesat,Bataan,1.0,240659.0,420.0,2354.0,2774,25750000.0,344163300.0,2011,Strong typhoon
Nesat,Bulacan,24.0,587440.0,877.0,2429.0,3306,157350000.0,2578473867.0,2011,Strong typhoon
Nesat,Nueva Ecija,11.0,513320.0,361.0,1769.0,2130,233039090.0,3988649826.0,2011,Strong typhoon
Nesat,Pampanga,8.0,492763.0,88.0,1093.0,1181,156537080.0,1891006010.6,2011,Strong typhoon
Nesat,Tarlac,0.0,111868.0,26.0,71.0,97,168100000.0,899767418.0,2011,Strong typhoon
Nesat,Zambales,8.0,120806.0,1244.0,5373.0,6617,120704540.0,249505362.76,2011,Strong typhoon
Nesat,Batangas,1.0,4792.0,9.0,81.0,90,0.0,6484012.0,2011,Strong typhoon
Nesat,Cavite,0.0,18048.0,80.0,281.0,361,0.0,19543379.2,2011,Strong typhoon
Nesat,Laguna,0.0,195.0,0.0,3.0,3,0.0,70323825.0,2011,Strong typhoon
Nesat,Quezon,0.0,90.0,0.0,0.0,0,3350000.0,46631400.0,2011,Strong typhoon
Nesat,Rizal,1.0,109541.0,2.0,12.0,14,0.0,28644603.0,2011,Strong typhoon
Nesat,Occidental Mindoro,3.0,10178.0,3.0,1.0,4,85000000.0,537947320.0,2011,Strong typhoon
Nesat,Oriental Mindoro,0.0,236.0,0.0,0.0,0,0.0,0.0,2011,Strong typhoon
Nesat,Romblon,0.0,185.0,1.0,5.0,6,0.0,0.0,2011,Strong typhoon
Nesat,Albay,0.0,73324.0,0.0,8.0,8,21044905.0,121367100.14,2011,Strong typhoon
Nesat,Camarines Norte,0.0,95.0,0.0,0.0,0,0.0,12496384.9,2011,Strong typhoon
Nesat,Camarines Sur,2.0,38535.0,5.0,786.0,791,16015000.0,286479075.04,2011,Strong typhoon
Nesat,Catanduanes,1.0,2812.0,12.0,42.0,54,20700500.0,17132463.92,2011,Strong typhoon
Nesat,Antique,0.0,12.0,1.0,0.0,1,10000000.0,0.0,2011,Strong typhoon
Nesat,Iloilo,0.0,309.0,12.0,64.0,76,36190000.0,1070000.0,2011,Strong typhoon
Nesat,Abra,0.0,129.0,2.0,35.0,37,14400000.0,25040640.0,2011,Strong typhoon
Nesat,Apayao,0.0,10178.0,0.0,10.0,10,2190000.0,43740654.0,2011,Strong typhoon
Nesat,Benguet,1.0,961.0,14.0,36.0,50,4864000.0,40621675.0,2011,Strong typhoon
Nesat,Ifugao,4.0,6347.0,90.0,1157.0,1247,0.0,370852250.0,2011,Strong typhoon
Nesat,Kalinga,0.0,22457.0,8.0,322.0,330,0.0,171867880.0,2011,Strong typhoon
Nesat,Mountain Province,0.0,1809.0,3.0,111.0,114,4650000.0,130865750.0,2011,Strong typhoon
Nesat,Palawan,2.0,0.0,0.0,0.0,0,0.0,0.0,2011,Strong typhoon
Nesat,Sorsogon,0.0,0.0,2.0,15.0,17,0.0,29054560.11,2011,Strong typhoon
Nesat,Negros Occidental,0.0,0.0,2.0,4.0,6,15000000.0,60320000.0,2011,Strong typhoon
Nalgae,Ilocos Sur,1.0,20.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nalgae,La Union,0.0,8671.0,35.0,554.0,589,0.0,0.0,2011,Very strong typhoon
Nalgae,Pangasinan,3.0,231932.0,85.0,2593.0,2678,0.0,0.0,2011,Very strong typhoon
Nalgae,Cagayan,1.0,34498.0,3.0,3.0,6,1875527.81,0.0,2011,Very strong typhoon
Nalgae,Isabela,0.0,260904.0,2315.0,10289.0,12604,15200000.0,0.0,2011,Very strong typhoon
Nalgae,Nueva Vizcaya,0.0,52742.0,0.0,0.0,0,35000000.0,0.0,2011,Very strong typhoon
Nalgae,Quirino,0.0,55163.0,73.0,136.0,209,63000000.0,0.0,2011,Very strong typhoon
Nalgae,Aurora,0.0,14673.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Nalgae,Bulacan,0.0,68402.0,104.0,485.0,589,0.0,0.0,2011,Very strong typhoon
Nalgae,Nueva Ecija,0.0,100633.0,89.0,475.0,564,0.0,0.0,2011,Very strong typhoon
Nalgae,Pampanga,2.0,89651.0,10.0,568.0,578,0.0,0.0,2011,Very strong typhoon
Nalgae,Tarlac,7.0,173739.0,40.0,108.0,148,0.0,0.0,2011,Very strong typhoon
Nalgae,Zambales,0.0,19300.0,77.0,56.0,133,0.0,0.0,2011,Very strong typhoon
Nalgae,Apayao,0.0,102.0,0.0,1.0,1,0.0,0.0,2011,Very strong typhoon
Nalgae,Benguet,1.0,139.0,2.0,27.0,29,0.0,0.0,2011,Very strong typhoon
Nalgae,Ifugao,0.0,211.0,10.0,78.0,88,0.0,0.0,2011,Very strong typhoon
Nalgae,Kalinga,0.0,2954.0,2.0,9.0,11,0.0,0.0,2011,Very strong typhoon
Nalgae,Mountain Province,0.0,29.0,3.0,11.0,14,0.0,0.0,2011,Very strong typhoon
Nalgae,Bataan,3.0,0.0,0.0,0.0,0,0.0,0.0,2011,Very strong typhoon
Banyan,Iloilo,5.0,1546.0,4.0,0.0,4,0.0,0.0,2011,Tropical storm
Banyan,Cebu,2.0,11390.0,1.0,2.0,3,0.0,0.0,2011,Tropical storm
Banyan,Agusan del Norte,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Banyan,Romblon,2.0,5305.0,12.0,19.0,31,0.0,0.0,2011,Tropical storm
Banyan,Oriental Mindoro,0.0,1740.0,10.0,7.0,17,0.0,0.0,2011,Tropical storm
Banyan,Capiz,0.0,38621.0,2.0,0.0,2,0.0,0.0,2011,Tropical storm
Banyan,Occidental Mindoro,0.0,657.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Banyan,Negros Occidental,0.0,15.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Banyan,Southern Leyte,0.0,1832.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Banyan,Misamis Oriental,0.0,1229.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Banyan,South Cotabato,0.0,232.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Banyan,Dinagat Islands,0.0,184.0,0.0,0.0,0,0.0,0.0,2011,Tropical storm
Washi,Bohol,0.0,10000.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Washi,Negros Oriental,38.0,72556.0,1499.0,6583.0,8082,0.0,0.0,2011,Severe tropical storm
Washi,Zamboanga del Norte,11.0,4947.0,9.0,0.0,9,0.0,0.0,2011,Severe tropical storm
Washi,Bukidnon,42.0,14531.0,342.0,112.0,454,31444000.0,41858791.0,2011,Severe tropical storm
Washi,Lanao del Norte,490.0,483165.0,5249.0,14874.0,20123,287171100.0,37447176.0,2011,Severe tropical storm
Washi,Misamis Oriental,674.0,423920.0,7469.0,13059.0,20528,894493047.0,191009635.0,2011,Severe tropical storm
Washi,Davao de Oro,5.0,2510.0,16.0,2.0,18,0.0,0.0,2011,Severe tropical storm
Washi,Davao del Norte,0.0,2570.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Washi,Agusan del Sur,0.0,320.0,15.0,0.0,15,0.0,0.0,2011,Severe tropical storm
Washi,Surigao del Sur,1.0,14328.0,204.0,2708.0,2912,15436000.0,1551400.0,2011,Severe tropical storm
Washi,Lanao del Sur,4.0,139879.0,56.0,151.0,207,0.0,0.0,2011,Severe tropical storm
Washi,Camarines Sur,2.0,0.0,0.0,0.0,0,0.0,384715.0,2011,Severe tropical storm
Washi,Cebu,1.0,0.0,0.0,0.0,0,0.0,0.0,2011,Severe tropical storm
Washi,Misamis Occidental,0.0,0.0,24.0,63.0,87,204825000.0,588823.0,2011,Severe tropical storm
Ferdie,Rizal,2.0,385.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Ferdie,Camarines Sur,2.0,0.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Ferdie,Laguna,1.0,1.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Ferdie,La Union,1.0,0.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Ferdie,Metro Manila,0.0,784.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Ferdie,Bulacan,0.0,109.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Ferdie,Cavite,0.0,175.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Ferdie,Occidental Mindoro,0.0,3664.0,0.0,0.0,0,5400000.0,1032000.0,2012,Strong typhoon
Igme,La Union,4.0,5527.0,0.0,29.0,29,0.0,0.0,2012,Strong typhoon
Igme,Ilocos Sur,0.0,79.0,1.0,13.0,14,0.0,0.0,2012,Strong typhoon
Igme,Misamis Oriental,0.0,0.0,0.0,2.0,2,0.0,0.0,2012,Strong typhoon
Igme,Zamboanga del Sur,3.0,0.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Igme,Quezon,1.0,0.0,0.0,0.0,0,0.0,0.0,2012,Strong typhoon
Jelawat,Palawan,0.0,273.0,0.0,0.0,0,0.0,0.0,2012,Violent typhoon
Jelawat,Zamboanga del Sur,0.0,7648.0,0.0,0.0,0,0.0,0.0,2012,Violent typhoon
Gaemi,Zambales,0.0,32.0,0.0,0.0,0,0.0,0.0,2012,Severe tropical storm
Gaemi,Occidental Mindoro,0.0,290.0,0.0,0.0,0,0.0,0.0,2012,Severe tropical storm
Son-Tinh,Batangas,8.0,2478.0,26.0,104.0,130,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Marinduque,2.0,2236.0,5.0,0.0,5,53000000.0,1899970.0,2012,Very strong typhoon
Son-Tinh,Oriental Mindoro,3.0,38972.0,113.0,1657.0,1770,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Romblon,4.0,5690.0,28.0,201.0,229,8700000.0,0.0,2012,Very strong typhoon
Son-Tinh,Masbate,1.0,4018.0,27.0,411.0,438,0.0,2737650.0,2012,Very strong typhoon
Son-Tinh,Sorsogon,1.0,0.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Cebu,2.0,0.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Leyte,1.0,2274.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Sarangani,1.0,605.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Cotabato,4.0,0.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Quezon,0.0,4294.0,35.0,168.0,203,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Occidental Mindoro,0.0,70.0,0.0,14.0,14,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Samar,0.0,6070.0,2.0,3.0,5,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Southern Leyte,0.0,1887.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Zamboanga del Sur,0.0,20247.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Son-Tinh,Zamboanga Sibugay,0.0,24555.0,0.0,0.0,0,110000.0,21432000.0,2012,Very strong typhoon
Son-Tinh,Misamis Occidental,0.0,3000.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Bopha,Palawan,3.0,6060.0,875.0,424.0,1299,431000000.0,162378015.0,2012,Very strong typhoon
Bopha,Guimaras,0.0,805.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Bopha,Iloilo,0.0,581.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Bopha,Negros Occidental,0.0,7076.0,75.0,603.0,678,5300000.0,1421000.0,2012,Very strong typhoon
Bopha,Bohol,0.0,7869.0,20.0,85.0,105,6450000.0,14560060.0,2012,Very strong typhoon
Bopha,Cebu,6.0,21459.0,423.0,2189.0,2612,11100000.0,3263555.0,2012,Very strong typhoon
Bopha,Negros Oriental,2.0,39114.0,395.0,2642.0,3037,0.0,969060.0,2012,Very strong typhoon
Bopha,Siquijor,2.0,22000.0,303.0,3373.0,3676,9000000.0,498220.0,2012,Very strong typhoon
Bopha,Leyte,0.0,1214.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Bopha,Northern Samar,1.0,5.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Bopha,Southern Leyte,1.0,4665.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
Bopha,Zamboanga del Norte,0.0,602.0,0.0,0.0,0,0.0,0.0,2012,Very strong typhoon
