Cyclone Name,Province,Deaths,Affected,Houses destroyed,Houses damaged,Total Houses,Damage to Infrastructure (PhP),Damage to Agriculture + Fisheries (PhP),Year,Category
Ofel,Camarines Sur,0.0,522.0,0.0,0.0,0,0.0,0.0,2020,Tropical depression
Saudel,Quezon,0.0,26396.0,4.0,4.0,8,0.0,11913175.0,2020,Strong typhoon
Saudel,Benguet,0.0,3.0,0.0,1.0,1,0.0,0.0,2020,Strong typhoon
Saudel,Cagayan,0.0,95.0,0.0,0.0,0,0.0,13713536.0,2020,Strong typhoon
Saudel,Isabela,0.0,1999.0,0.0,0.0,0,29200000.0,21654930.0,2020,Strong typhoon
Saudel,Nueva Vizcaya,0.0,28.0,0.0,0.0,0,0.0,201600.0,2020,Strong typhoon
Saudel,Quirino,0.0,141.0,0.0,0.0,0,0.0,863522.0,2020,Strong typhoon
Saudel,Aurora,0.0,1154.0,0.0,0.0,0,0.0,912181.0,2020,Strong typhoon
Saudel,Bulacan,0.0,23935.0,0.0,0.0,0,0.0,7719292.0,2020,Strong typhoon
Saudel,Nueva Ecija,0.0,1533.0,0.0,0.0,0,0.0,13284456.0,2020,Strong typhoon
Saudel,Pampanga,0.0,68467.0,0.0,0.0,0,0.0,526176.0,2020,Strong typhoon
Saudel,Laguna,0.0,9.0,0.0,0.0,0,0.0,0.0,2020,Strong typhoon
